Timestamp start: 1778533263417
Timestamp end: 1778534343769

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      248.0   125.1    93.8   154.1   170.1   246.5   268.9   280.7   289.3   298.3   313.1   334.9   383.0  1067.8  6929.7  16560.8    16566
read      265.9   111.8    86.8   139.6   153.2   257.2   308.3   332.6   348.5   367.0   388.9   419.9   483.9   856.4  3126.1  54199.6    53985
read      295.1   269.1    93.8   148.8   164.9   269.4   323.5   353.4   374.0   398.8   430.7   483.6   675.0  2624.5  9878.8 101912.0   101949
read      257.3    99.5    93.8   151.3   165.8   259.4   286.0   299.5   309.7   319.9   336.0   359.2   406.0   959.0  2772.4  23988.0    24076
read      267.0   117.0    86.8   140.8   154.7   259.0   308.6   332.8   348.9   367.1   388.9   419.6   483.0   779.7  4027.5  52585.4    52574
read      295.5   186.9    86.8   150.4   166.8   270.3   323.8   353.6   374.5   399.5   431.5   485.1   696.0  2573.1  7146.7 106285.2   106271
read      285.9   166.2    86.8   149.3   165.0   264.8   316.5   345.0   366.0   389.7   419.3   464.6   601.6  1902.4  6443.0 105365.0   105451
read      274.4   154.2    86.8   142.5   157.2   252.6   307.3   337.2   358.0   381.0   408.2   450.9   566.8  1566.8  5902.8  86158.0    86087
read      274.7   104.7    93.8   157.7   173.5   276.4   309.0   324.9   336.8   349.5   367.3   393.3   449.5   713.4  4228.9  29103.0    29108
read      283.1   172.5    93.8   146.9   162.6   260.1   312.8   342.2   363.4   387.4   417.2   462.7   614.1  1905.3  7636.3 101027.8   101115
read      270.0   135.9    86.8   139.4   153.2   251.2   307.8   337.5   357.8   380.0   405.7   445.2   533.0  1032.4  6074.6  74611.0    74326
read      278.3   228.1    86.8   139.8   153.7   252.2   309.1   339.0   359.7   382.4   409.2   452.0   577.7  3217.2  8328.7  75850.0    75832
read      272.1   146.7    86.8   141.9   156.4   251.3   304.7   334.3   355.2   378.6   406.5   450.1   557.5  1252.6  6478.3  94801.2    94901
read      253.3    75.4   101.3   159.0   175.4   253.1   275.3   288.0   296.0   307.6   320.1   344.1   404.9   762.3  2479.3  15821.0    15809
read      268.8   107.2    93.8   152.5   167.5   269.5   301.7   318.0   330.0   342.9   360.7   386.5   446.0   853.1  3437.6  28822.2    28874
read      272.2   114.1    86.8   141.9   156.5   264.5   315.1   339.8   356.6   374.4   396.8   429.1   497.7   709.5  3119.6  51880.6    51882
read      271.3   101.9    93.8   150.0   164.8   271.9   307.9   325.6   338.3   352.7   370.6   398.6   460.2   820.5  3585.6  32640.8    32653
read      271.0   100.6    86.8   145.3   159.8   269.3   312.9   333.7   347.3   363.8   383.0   410.2   466.3   746.4  3493.6  41671.8    41676
read      273.6   143.5    86.8   140.0   154.0   257.3   313.1   341.1   360.2   380.9   404.6   441.9   537.9  1227.3  6015.5  62898.2    63019
read      302.3   245.5    86.8   145.9   161.6   262.7   317.6   348.4   370.6   396.8   431.1   498.8  1225.3  3429.9  7233.8  99005.0    99164
read      272.3   118.0    93.8   143.4   157.7   267.4   315.1   337.8   353.2   370.2   391.6   422.1   487.2   739.0  3941.9  46880.6    47055
read      268.7   127.9    86.8   138.1   151.4   253.8   310.3   337.8   356.5   376.8   400.8   434.8   508.5  1166.3  3997.8  62406.8    62394
read      284.3   172.4    86.8   146.1   161.8   260.7   314.6   344.0   365.4   389.7   420.0   466.9   633.1  1984.4  6165.1  98555.4    98519
read      271.3    94.6    93.8   150.7   165.4   272.5   308.3   326.0   338.4   352.6   370.3   397.1   455.2   765.1  3188.0  32213.8    32122
read      271.1   144.3    86.8   141.3   155.3   263.8   312.7   336.3   352.2   369.9   392.0   423.6   491.5   891.1  5672.9  49397.2    49464
read      266.7   117.1    93.8   154.7   170.2   267.4   296.1   311.2   320.8   334.2   348.3   372.6   430.8   906.8  5398.0  24067.4    24034
